"Year"	"BorX"	"BorY"	"Species"	"Cover"
"2018"	160	20	"prtr"	1
"2018"	160	20	"trer"	1
"2018"	160	20	"drph"	1
"2018"	160	20	"violasp"	1
"2018"	160	20	"galiumsp"	1
"2018"	160	20	"tico"	2
"2018"	160	20	"asac"	2
"2018"	160	20	"urdi"	1
"2018"	160	20	"vial"	2
"2018"	160	40	"urdi"	2
"2018"	160	40	"drsp"	3
"2018"	160	40	"drno"	2
"2018"	160	40	"stro"	2
"2018"	160	40	"mara"	1
"2018"	160	40	"trer"	1
"2018"	160	40	"lylu"	2
"2018"	160	40	"oxmo"	1
"2018"	160	40	"maca"	2
"2018"	160	40	"tico"	2
"2018"	160	40	"vial"	2
"2018"	160	40	"grass"	1
"2018"	160	40	"asac"	1
"2018"	160	60	"trer"	1
"2018"	160	60	"stro"	2
"2018"	160	60	"vial"	3
"2018"	160	60	"lylu"	2
"2018"	160	60	"oxmo"	1
"2018"	160	60	"mara"	1
"2018"	160	60	"clbo"	1
"2018"	160	60	"drsp"	3
"2018"	160	80	"vial"	3
"2018"	160	80	"stro"	2
"2018"	160	80	"drsp"	1
"2018"	160	80	"lylu"	3
"2018"	160	80	"trer"	2
"2018"	160	80	"clbo"	1
"2018"	160	100	"trer"	2
"2018"	160	100	"vial"	3
"2018"	160	100	"lylu"	3
"2018"	160	100	"arnu"	1
"2018"	160	100	"drsp"	3
"2018"	160	100	"stro"	2
"2018"	160	100	"maca"	1
"2018"	160	100	"clbo"	1
"2018"	160	120	"drsp"	3
"2018"	160	120	"lylu"	3
"2018"	160	120	"stro"	2
"2018"	160	120	"vial"	2
"2018"	160	120	"clbo"	1
"2018"	160	120	"trer"	1
"2018"	160	120	"mevi"	1
"2018"	160	120	"trun"	1
"2018"	160	140	"vial"	3
"2018"	160	140	"lylu"	3
"2018"	160	140	"drsp"	2
"2018"	160	140	"stro"	1
"2018"	160	140	"trer"	2
"2018"	160	140	"clbo"	1
"2018"	160	140	"oxmo"	1
"2018"	160	160	"lylu"	3
"2018"	160	160	"clbo"	1
"2018"	160	160	"drsp"	2
"2018"	160	160	"stro"	1
"2018"	160	160	"mire"	1
"2018"	160	160	"vial"	3
"2018"	160	160	"trun"	1
"2018"	160	160	"mevi"	1
"2018"	160	160	"oxmo"	1
"2018"	160	160	"trbo"	1
"2018"	160	160	"trer"	1
"2018"	160	180	"lylu"	3
"2018"	160	180	"vial"	2
"2018"	160	180	"drsp"	2
"2018"	160	180	"uvse"	1
"2018"	160	180	"grass"	2
"2018"	160	180	"drno"	1
"2018"	160	180	"trer"	1
"2018"	160	180	"oxmo"	1
"2018"	160	180	"stro"	2
"2018"	160	180	"mire"	1
"2018"	160	180	"trun"	1
"2018"	160	200	"drsp"	3
"2018"	160	200	"vial"	3
"2018"	160	200	"clbo"	1
"2018"	160	200	"urdi"	2
"2018"	160	200	"tico"	1
"2018"	160	200	"oxmo"	1
"2018"	160	200	"violasp"	1
"2018"	160	200	"trer"	1
"2018"	160	200	"stro"	2
"2018"	160	200	"asac"	1
"2018"	160	200	"sapu"	1
"2018"	160	200	"drph"	1
"2018"	160	200	"galiumsp"	1
"2018"	160	200	"prtr"	1
"2018"	160	200	"artr"	1
"2018"	160	200	"grass"	2
"2018"	160	200	"lylu"	1
"2018"	160	220	"vial"	3
"2018"	160	220	"trer"	1
"2018"	160	220	"drsp"	2
"2018"	160	220	"stro"	1
"2018"	160	220	"urdi"	1
"2018"	160	220	"artr"	1
"2018"	160	220	"drno"	2
"2018"	160	220	"oxmo"	1
"2018"	160	220	"maca"	1
"2018"	160	220	"uvse"	1
"2018"	160	220	"mara"	1
"2018"	160	240	"maca"	1
"2018"	160	240	"vial"	4
"2018"	160	240	"mire"	1
"2018"	160	240	"trer"	1
"2018"	160	240	"lylu"	2
"2018"	160	240	"stro"	1
"2018"	160	240	"artr"	1
"2018"	160	240	"drsp"	2
"2018"	160	240	"drph"	1
"2018"	160	240	"grass"	1
"2018"	160	240	"drno"	1
"2018"	160	240	"thpu"	1
"2018"	160	260	"drsp"	3
"2018"	160	260	"vial"	2
"2018"	160	260	"oxmo"	1
"2018"	160	260	"lylu"	1
"2018"	160	260	"trer"	1
"2018"	160	260	"stro"	2
"2018"	160	260	"tico"	1
"2018"	160	260	"maca"	1
"2018"	160	260	"violasp"	2
"2018"	160	260	"drph"	1
"2018"	160	260	"clbo"	1
"2018"	160	260	"arnu"	1
"2018"	160	260	"galiumsp"	1
"2018"	160	260	"grass"	1
"2018"	160	260	"drno"	1
"2018"	160	280	"vial"	4
"2018"	160	280	"lylu"	2
"2018"	160	280	"trer"	1
"2018"	160	280	"oxmo"	1
"2018"	160	280	"stro"	2
"2018"	160	280	"maca"	1
"2018"	160	280	"drsp"	3
"2018"	160	280	"clbo"	1
"2018"	160	280	"mire"	1
"2018"	160	300	"vial"	5
"2018"	160	300	"lylu"	2
"2018"	160	300	"drsp"	2
"2018"	160	300	"stro"	1
"2018"	160	300	"maca"	1
"2018"	160	300	"oxmo"	1
"2018"	160	300	"violasp"	1
"2018"	160	300	"drph"	1
"2018"	160	300	"trer"	1
"2018"	160	320	"vial"	3
"2018"	160	320	"lylu"	2
"2018"	160	320	"trer"	1
"2018"	160	320	"sapu"	1
"2018"	160	320	"drsp"	2
"2018"	160	320	"stro"	1
"2018"	160	320	"drno"	2
"2018"	160	320	"oxmo"	1
"2018"	160	320	"arnu"	1
"2018"	160	320	"prtr"	1
"2018"	160	320	"violasp"	1
"2018"	160	340	"stro"	2
"2018"	160	340	"lylu"	3
"2018"	160	340	"vial"	5
"2018"	160	340	"trer"	1
"2018"	160	340	"drsp"	2
"2018"	160	340	"uvse"	1
"2018"	160	340	"clbo"	1
"2018"	160	340	"arnu"	2
"2018"	160	360	"trer"	2
"2018"	160	360	"stro"	3
"2018"	160	360	"lylu"	2
"2018"	160	360	"drsp"	3
"2018"	160	360	"vial"	3
"2018"	160	360	"tico"	1
"2018"	160	360	"maca"	1
"2018"	160	360	"asac"	1
"2018"	160	360	"drph"	1
"2018"	160	360	"grass"	1
"2018"	160	360	"urdi"	1
"2018"	160	360	"violasp"	1
"2018"	160	360	"clbo"	1
"2018"	160	360	"loca"	2
"2018"	160	380	"stro"	3
"2018"	160	380	"vial"	3
"2018"	160	380	"lylu"	2
"2018"	160	380	"clbo"	2
"2018"	160	380	"trer"	3
"2018"	160	380	"mara"	1
"2018"	160	380	"drsp"	3
"2018"	160	380	"coal"	1
"2018"	160	380	"tico"	1
"2018"	160	380	"atfi"	1
"2018"	160	400	"stro"	1
"2018"	160	400	"lylu"	2
"2018"	160	400	"drsp"	3
"2018"	160	400	"mevi"	1
"2018"	160	400	"clbo"	2
"2018"	160	400	"vial"	3
"2018"	160	400	"oxmo"	2
"2018"	160	400	"trer"	1
"2018"	160	400	"maca"	1
"2018"	160	420	"clbo"	2
"2018"	160	420	"vial"	3
"2018"	160	420	"lylu"	2
"2018"	160	420	"stro"	1
"2018"	160	420	"trbo"	1
"2018"	160	420	"drsp"	2
"2018"	160	420	"arnu"	1
"2018"	160	420	"trun"	2
"2018"	160	420	"maca"	2
"2018"	160	420	"oxmo"	1
"2018"	160	440	"vial"	4
"2018"	160	440	"drsp"	3
"2018"	160	440	"clbo"	2
"2018"	160	440	"lylu"	2
"2018"	160	440	"maca"	1
"2018"	160	440	"oxmo"	2
"2018"	160	440	"soma"	1
"2018"	160	440	"mevi"	1
"2018"	160	440	"trer"	1
"2018"	160	460	"stro"	2
"2018"	160	460	"soma"	2
"2018"	160	460	"lylu"	2
"2018"	160	460	"clbo"	2
"2018"	160	460	"sapu"	1
"2018"	160	460	"prtr"	2
"2018"	160	460	"trer"	2
"2018"	160	460	"arra"	1
"2018"	160	460	"vial"	4
"2018"	160	460	"drno"	3
"2018"	160	460	"asac"	2
"2018"	160	460	"thpu"	1
"2018"	160	460	"grass"	1
"2018"	160	460	"uvse"	1
"2018"	160	460	"drsp"	2
"2018"	160	480	"lylu"	2
"2018"	160	480	"clbo"	1
"2018"	160	480	"vial"	3
"2018"	160	480	"drsp"	2
"2018"	160	480	"grass"	5
"2018"	160	480	"vevi"	1
"2018"	160	480	"soma"	1
"2018"	160	480	"impa"	2
"2018"	160	480	"urdi"	2
"2018"	160	480	"chgl"	1
"2018"	160	480	"euma"	1
"2018"	160	480	"violasp"	2
"2018"	160	480	"trer"	1
"2018"	160	480	"cial"	1
"2018"	160	480	"asac"	1
"2018"	160	480	"rupu"	1
"2018"	160	480	"arnu"	2
"2018"	160	480	"atfi"	1
"2018"	160	480	"oxmo"	1
"2018"	160	480	"thpu"	1
"2018"	160	480	"onse"	2
"2018"	160	480	"tico"	1
"2018"	160	500	"oxmo"	1
"2018"	160	500	"drsp"	4
"2018"	160	500	"arnu"	2
"2018"	160	500	"maca"	2
"2018"	160	500	"vevi"	1
"2018"	160	500	"clbo"	1
"2018"	160	500	"lylu"	3
"2018"	160	500	"trer"	1
"2018"	160	500	"vial"	3
"2018"	160	520	"oxmo"	1
"2018"	160	520	"clbo"	2
"2018"	160	520	"trer"	1
"2018"	160	520	"drsp"	3
"2018"	160	520	"vial"	4
"2018"	160	520	"lylu"	4
"2018"	160	520	"maca"	1
"2018"	160	520	"stro"	2
"2018"	160	540	"maca"	2
"2018"	160	540	"oxmo"	1
"2018"	160	540	"vial"	3
"2018"	160	540	"trbo"	1
"2018"	160	540	"clbo"	1
"2018"	160	540	"lylu"	2
"2018"	160	540	"drsp"	3
"2018"	160	540	"mevi"	1
"2018"	160	540	"trun"	1
"2018"	160	540	"trer"	1
"2018"	160	560	"trer"	1
"2018"	160	560	"vial"	4
"2018"	160	560	"lylu"	5
"2018"	160	560	"oxmo"	1
"2018"	160	560	"drph"	1
"2018"	160	560	"moun"	1
"2018"	160	560	"maca"	1
"2018"	160	560	"clbo"	2
"2018"	160	560	"stro"	2
"2018"	160	560	"drsp"	3
"2018"	160	560	"drno"	2
"2018"	160	580	"drno"	3
"2018"	160	580	"drsp"	3
"2018"	160	580	"drph"	1
"2018"	160	580	"grass"	1
"2018"	160	580	"vial"	2
"2018"	160	580	"oxmo"	1
"2018"	160	580	"lylu"	1
"2018"	160	580	"clbo"	1
"2018"	160	580	"stro"	1
"2018"	160	580	"depu"	2
"2018"	160	580	"trer"	1
"2018"	160	600	"lylu"	4
"2018"	160	600	"vial"	5
"2018"	160	600	"stro"	1
"2018"	160	600	"drsp"	3
"2018"	160	600	"clbo"	2
"2018"	160	600	"oxmo"	1
"2018"	160	600	"trer"	1
"2018"	160	620	"drsp"	3
"2018"	160	620	"vial"	4
"2018"	160	620	"lylu"	4
"2018"	160	620	"prtr"	2
"2018"	160	620	"oxmo"	1
"2018"	160	620	"clbo"	1
"2018"	160	620	"stro"	2
"2018"	160	640	"vial"	6
"2018"	160	640	"stro"	2
"2018"	160	640	"oxmo"	1
"2018"	160	640	"drsp"	3
"2018"	160	640	"trer"	1
"2018"	160	640	"lylu"	3
"2018"	160	640	"clbo"	2
"2018"	160	640	"asac"	1
"2018"	160	660	"vial"	4
"2018"	160	660	"drsp"	4
"2018"	160	660	"lylu"	3
"2018"	160	660	"violasp"	1
"2018"	160	660	"galiumsp"	1
"2018"	160	660	"asac"	2
"2018"	160	660	"drph"	2
"2018"	160	660	"vevi"	1
"2018"	160	660	"onse"	2
"2018"	160	660	"impa"	2
"2018"	160	660	"stro"	1
"2018"	160	660	"depu"	2
"2018"	160	660	"grass"	1
"2018"	160	680	"vial"	5
"2018"	160	680	"arnu"	2
"2018"	160	680	"drsp"	3
"2018"	160	680	"lylu"	3
"2018"	160	680	"clbo"	2
"2018"	160	680	"stro"	1
"2018"	160	680	"trer"	1
"2018"	160	680	"oxmo"	1
"2018"	160	680	"drph"	1
"2018"	160	700	"clbo"	2
"2018"	160	700	"oxmo"	1
"2018"	160	700	"drsp"	2
"2018"	160	700	"vial"	4
"2018"	160	700	"lylu"	4
"2018"	160	720	"vial"	4
"2018"	160	720	"stro"	1
"2018"	160	720	"oxmo"	1
"2018"	160	720	"drsp"	4
"2018"	160	720	"lylu"	3
"2018"	160	720	"maca"	2
"2018"	160	720	"clbo"	3
"2018"	160	740	"drsp"	4
"2018"	160	740	"arnu"	2
"2018"	160	740	"clbo"	2
"2018"	160	740	"maca"	2
"2018"	160	740	"stro"	2
"2018"	160	740	"grass"	1
"2018"	160	740	"vial"	3
"2018"	160	740	"oxmo"	1
"2018"	160	740	"depu"	2
"2018"	160	760	"stro"	1
"2018"	160	760	"vial"	4
"2018"	160	760	"drsp"	4
"2018"	160	760	"lylu"	3
"2018"	160	760	"oxmo"	1
"2018"	160	760	"clbo"	2
"2018"	160	760	"trer"	1
"2018"	160	780	"drsp"	4
"2018"	160	780	"lylu"	4
"2018"	160	780	"clbo"	2
"2018"	160	780	"oxmo"	1
"2018"	160	780	"stro"	1
"2018"	160	780	"drph"	1
"2018"	160	780	"trer"	1
"2018"	160	780	"vial"	3
"2018"	160	800	"drsp"	4
"2018"	160	800	"vial"	3
"2018"	160	800	"lylu"	3
"2018"	160	800	"stro"	1
"2018"	160	800	"clbo"	3
"2018"	160	800	"oxmo"	1
"2018"	160	820	"drsp"	4
"2018"	160	820	"vial"	4
"2018"	160	820	"lylu"	3
"2018"	160	820	"maca"	2
"2018"	160	820	"depu"	2
"2018"	160	820	"clbo"	2
"2018"	160	820	"stro"	2
"2018"	160	840	"stam"	1
"2018"	160	840	"drsp"	2
"2018"	160	840	"oxmo"	1
"2018"	160	840	"lylu"	2
"2018"	160	840	"clbo"	2
"2018"	160	840	"vial"	1
"2018"	160	840	"maca"	2
"2018"	160	860	"clbo"	3
"2018"	160	860	"maca"	2
"2018"	160	860	"vial"	3
"2018"	160	860	"oxmo"	1
"2018"	160	860	"drsp"	4
"2018"	160	860	"lylu"	2
"2018"	160	860	"stro"	1
"2018"	160	860	"trun"	1
"2018"	160	880	"clbo"	3
"2018"	160	880	"drsp"	4
"2018"	160	880	"stro"	1
"2018"	160	880	"lylu"	3
"2018"	160	880	"oxmo"	1
"2018"	160	880	"trer"	1
"2018"	160	880	"vial"	1
"2018"	160	900	"ruoc"	2
"2018"	160	900	"drsp"	4
"2018"	160	900	"clbo"	3
"2018"	160	900	"arnu"	2
"2018"	160	900	"oxmo"	1
"2018"	160	900	"lylu"	3
"2018"	160	900	"depu"	2
"2018"	160	900	"stro"	1
"2018"	160	900	"maca"	1
"2018"	160	920	"drsp"	2
"2018"	160	920	"clbo"	2
"2018"	160	920	"lylu"	3
"2018"	160	920	"vial"	3
"2018"	160	920	"oxmo"	1
"2018"	160	920	"stro"	1
"2018"	160	920	"trun"	1
"2018"	160	920	"depu"	1
"2018"	160	940	"maca"	3
"2018"	160	940	"clbo"	2
"2018"	160	940	"lylu"	2
"2018"	160	940	"arnu"	2
"2018"	160	940	"vial"	3
"2018"	160	940	"drsp"	4
"2018"	160	940	"oxmo"	1
"2018"	160	940	"stro"	1
"2018"	160	960	"drsp"	3
"2018"	160	960	"clbo"	3
"2018"	160	960	"maca"	2
"2018"	160	960	"lylu"	3
"2018"	160	960	"oxmo"	1
"2018"	160	960	"trun"	1
"2018"	160	960	"vial"	3
"2018"	160	960	"arnu"	2
"2018"	160	960	"trer"	1
"2018"	160	960	"ruid"	1
"2018"	160	960	"grass"	1
"2018"	160	980	"grass"	1
"2018"	160	980	"drno"	6
"2018"	160	980	"oxmo"	1
"2018"	160	980	"clbo"	2
"2018"	160	980	"vial"	3
"2018"	160	980	"vevi"	1
"2018"	160	980	"ruoc"	1
"2018"	160	980	"stro"	1
"2018"	160	980	"lylu"	2
"2018"	160	980	"maca"	1
"2018"	180	0	"clbo"	1
"2018"	180	0	"drsp"	2
"2018"	180	0	"drph"	1
"2018"	180	0	"onse"	1
"2018"	180	0	"maca"	1
"2018"	180	0	"oxmo"	1
"2018"	180	0	"prtr"	1
"2018"	180	0	"stro"	2
"2018"	180	0	"lylu"	2
"2018"	180	0	"trer"	1
"2018"	180	0	"thpu"	1
"2018"	180	0	"vial"	2
"2018"	180	20	"clbo"	1
"2018"	180	20	"lylu"	2
"2018"	180	20	"drsp"	2
"2018"	180	20	"arnu"	2
"2018"	180	20	"trer"	1
"2018"	180	20	"stro"	1
"2018"	180	20	"maca"	1
"2018"	180	20	"oxmo"	1
"2018"	180	20	"vial"	2
"2018"	180	40	"drsp"	3
"2018"	180	40	"lylu"	2
"2018"	180	40	"oxmo"	2
"2018"	180	40	"stro"	2
"2018"	180	40	"clbo"	1
"2018"	180	40	"drno"	1
"2018"	180	40	"trer"	1
"2018"	180	40	"trun"	1
"2018"	180	60	"drsp"	3
"2018"	180	60	"lylu"	3
"2018"	180	60	"vial"	1
"2018"	180	60	"trer"	2
"2018"	180	60	"drno"	1
"2018"	180	60	"stro"	2
"2018"	180	60	"clbo"	1
"2018"	180	80	"drsp"	3
"2018"	180	80	"lylu"	3
"2018"	180	80	"oxmo"	1
"2018"	180	80	"stro"	1
"2018"	180	80	"vial"	3
"2018"	180	80	"trer"	1
"2018"	180	80	"clbo"	1
"2018"	180	100	"trer"	1
"2018"	180	100	"stro"	1
"2018"	180	100	"lylu"	2
"2018"	180	100	"clbo"	2
"2018"	180	100	"drsp"	3
"2018"	180	100	"oxmo"	2
"2018"	180	100	"vial"	3
"2018"	180	120	"lylu"	3
"2018"	180	120	"drsp"	3
"2018"	180	120	"vial"	2
"2018"	180	120	"oxmo"	2
"2018"	180	120	"trer"	2
"2018"	180	120	"trun"	1
"2018"	180	120	"maca"	1
"2018"	180	120	"stro"	1
"2018"	180	120	"mara"	1
"2018"	180	140	"lylu"	2
"2018"	180	140	"drsp"	2
"2018"	180	140	"vial"	4
"2018"	180	140	"stro"	1
"2018"	180	140	"maca"	1
"2018"	180	140	"trun"	1
"2018"	180	140	"trer"	1
"2018"	180	160	"lylu"	2
"2018"	180	160	"drsp"	3
"2018"	180	160	"clbo"	1
"2018"	180	160	"oxmo"	1
"2018"	180	160	"vial"	2
"2018"	180	160	"stro"	2
"2018"	180	160	"mevi"	1
"2018"	180	160	"trer"	1
"2018"	180	180	"lylu"	3
"2018"	180	180	"mevi"	1
"2018"	180	180	"drsp"	2
"2018"	180	180	"clbo"	1
"2018"	180	180	"stro"	1
"2018"	180	180	"oxmo"	1
"2018"	180	180	"trbo"	1
"2018"	180	180	"trer"	1
"2018"	180	200	"vial"	3
"2018"	180	200	"drsp"	3
"2018"	180	200	"lylu"	1
"2018"	180	200	"stro"	1
"2018"	180	200	"oxmo"	1
"2018"	180	200	"clbo"	1
"2018"	180	200	"trun"	1
"2018"	180	200	"trbo"	1
"2018"	180	200	"trer"	1
"2018"	180	220	"uvse"	1
"2018"	180	220	"trer"	1
"2018"	180	220	"drsp"	2
"2018"	180	220	"galiumsp"	1
"2018"	180	220	"stro"	2
"2018"	180	220	"lylu"	1
"2018"	180	220	"vial"	2
"2018"	180	220	"urdi"	2
"2018"	180	220	"drph"	1
"2018"	180	220	"thpu"	1
"2018"	180	220	"asac"	1
"2018"	180	220	"violasp"	1
"2018"	180	220	"mara"	1
"2018"	180	220	"sapu"	1
"2018"	180	240	"vial"	3
"2018"	180	240	"stro"	1
"2018"	180	240	"oxmo"	1
"2018"	180	240	"drsp"	3
"2018"	180	240	"drph"	1
"2018"	180	240	"lylu"	1
"2018"	180	240	"trer"	1
"2018"	180	240	"clbo"	1
"2018"	180	240	"tico"	1
"2018"	180	240	"violasp"	1
"2018"	180	240	"drno"	1
"2018"	180	240	"urdi"	1
"2018"	180	260	"asac"	1
"2018"	180	260	"vial"	2
"2018"	180	260	"drsp"	2
"2018"	180	260	"clbo"	1
"2018"	180	260	"lylu"	2
"2018"	180	260	"stro"	2
"2018"	180	260	"trer"	1
"2018"	180	260	"oxmo"	1
"2018"	180	260	"grass"	1
"2018"	180	280	"vial"	3
"2018"	180	280	"drsp"	2
"2018"	180	280	"lylu"	1
"2018"	180	280	"trer"	1
"2018"	180	280	"clbo"	1
"2018"	180	280	"stro"	2
"2018"	180	280	"maca"	1
"2018"	180	300	"drsp"	3
"2018"	180	300	"clbo"	2
"2018"	180	300	"stro"	2
"2018"	180	300	"lylu"	2
"2018"	180	300	"oxmo"	1
"2018"	180	300	"trer"	1
"2018"	180	300	"maca"	1
"2018"	180	300	"tico"	1
"2018"	180	320	"clbo"	1
"2018"	180	320	"vial"	4
"2018"	180	320	"drsp"	2
"2018"	180	320	"lylu"	3
"2018"	180	320	"trer"	1
"2018"	180	320	"maca"	1
"2018"	180	320	"oxmo"	1
"2018"	180	320	"stro"	2
"2018"	180	320	"uvse"	1
"2018"	180	320	"drno"	1
"2018"	180	340	"arnu"	3
"2018"	180	340	"prtr"	1
"2018"	180	340	"violasp"	1
"2018"	180	340	"drno"	3
"2018"	180	340	"maca"	1
"2018"	180	340	"sapu"	1
"2018"	180	340	"mara"	1
"2018"	180	340	"mire"	1
"2018"	180	340	"stro"	2
"2018"	180	340	"clbo"	1
"2018"	180	340	"lylu"	2
"2018"	180	340	"vial"	2
"2018"	180	340	"trer"	1
"2018"	180	340	"drsp"	2
"2018"	180	340	"uvse"	1
"2018"	180	340	"trbo"	1
"2018"	180	340	"asac"	1
"2018"	180	340	"oxmo"	1
"2018"	180	360	"trer"	2
"2018"	180	360	"stro"	3
"2018"	180	360	"vial"	4
"2018"	180	360	"drsp"	3
"2018"	180	360	"arnu"	2
"2018"	180	360	"ruid"	1
"2018"	180	360	"violasp"	2
"2018"	180	360	"oxmo"	2
"2018"	180	360	"asac"	2
"2018"	180	360	"maca"	1
"2018"	180	360	"mevi"	1
"2018"	180	360	"loca"	1
"2018"	180	360	"lylu"	2
"2018"	180	360	"coal"	2
"2018"	180	380	"maca"	1
"2018"	180	380	"oxmo"	1
"2018"	180	380	"lylu"	3
"2018"	180	380	"drsp"	3
"2018"	180	380	"clbo"	2
"2018"	180	380	"trer"	2
"2018"	180	380	"vial"	2
"2018"	180	380	"stro"	2
"2018"	180	400	"vial"	2
"2018"	180	400	"lylu"	2
"2018"	180	400	"drsp"	3
"2018"	180	400	"clbo"	2
"2018"	180	400	"trer"	2
"2018"	180	400	"oxmo"	1
"2018"	180	420	"mevi"	2
"2018"	180	420	"maca"	2
"2018"	180	420	"vial"	2
"2018"	180	420	"trer"	1
"2018"	180	420	"lylu"	2
"2018"	180	420	"drsp"	2
"2018"	180	420	"clbo"	3
"2018"	180	420	"oxmo"	2
"2018"	180	420	"trun"	1
"2018"	180	440	"arnu"	3
"2018"	180	440	"trer"	1
"2018"	180	440	"clbo"	2
"2018"	180	440	"lylu"	2
"2018"	180	440	"vial"	3
"2018"	180	440	"trun"	2
"2018"	180	440	"maca"	1
"2018"	180	440	"trbo"	1
"2018"	180	440	"oxmo"	1
"2018"	180	440	"stro"	1
"2018"	180	440	"drsp"	2
"2018"	180	440	"mevi"	1
"2018"	180	460	"maca"	1
"2018"	180	460	"clbo"	1
"2018"	180	460	"prtr"	1
"2018"	180	460	"drsp"	2
"2018"	180	460	"soma"	1
"2018"	180	460	"trer"	1
"2018"	180	460	"drno"	3
"2018"	180	460	"asma"	2
"2018"	180	460	"drph"	2
"2018"	180	460	"asac"	2
"2018"	180	460	"uvse"	1
"2018"	180	460	"grass"	1
"2018"	180	460	"vial"	3
"2018"	180	460	"lylu"	1
"2018"	180	460	"thpu"	1
"2018"	180	480	"clbo"	1
"2018"	180	480	"arnu"	2
"2018"	180	480	"trer"	1
"2018"	180	480	"stro"	2
"2018"	180	480	"drsp"	3
"2018"	180	480	"vial"	3
"2018"	180	480	"soma"	1
"2018"	180	480	"lylu"	2
"2018"	180	480	"maca"	1
"2018"	180	480	"atfi"	4
"2018"	180	480	"depu"	3
"2018"	180	500	"maca"	2
"2018"	180	500	"stro"	1
"2018"	180	500	"drsp"	2
"2018"	180	500	"vial"	2
"2018"	180	500	"drno"	3
"2018"	180	500	"trer"	1
"2018"	180	500	"asac"	1
"2018"	180	500	"clbo"	2
"2018"	180	500	"oxmo"	1
"2018"	180	500	"lylu"	3
"2018"	180	500	"mara"	1
"2018"	180	520	"vial"	6
"2018"	180	520	"drsp"	2
"2018"	180	520	"oxmo"	1
"2018"	180	520	"lylu"	1
"2018"	180	520	"arnu"	1
"2018"	180	520	"stro"	1
"2018"	180	520	"clbo"	1
"2018"	180	520	"trer"	1
"2018"	180	540	"arnu"	2
"2018"	180	540	"vial"	5
"2018"	180	540	"stro"	2
"2018"	180	540	"lylu"	3
"2018"	180	540	"drsp"	3
"2018"	180	540	"clbo"	2
"2018"	180	540	"oxmo"	1
"2018"	180	560	"drno"	1
"2018"	180	560	"drph"	1
"2018"	180	560	"asac"	1
"2018"	180	560	"lylu"	1
"2018"	180	560	"vial"	4
"2018"	180	560	"mara"	1
"2018"	180	560	"oxmo"	1
"2018"	180	560	"grass"	1
"2018"	180	560	"stro"	2
"2018"	180	560	"trer"	1
"2018"	180	560	"sapu"	1
"2018"	180	560	"coal"	1
"2018"	180	560	"drsp"	2
"2018"	180	560	"violasp"	1
"2018"	180	560	"vevi"	1
"2018"	180	580	"drsp"	3
"2018"	180	580	"drph"	1
"2018"	180	580	"vial"	3
"2018"	180	580	"stro"	2
"2018"	180	580	"oxmo"	1
"2018"	180	580	"lylu"	2
"2018"	180	580	"depu"	1
"2018"	180	580	"trer"	1
"2018"	180	580	"clbo"	1
"2018"	180	600	"lylu"	4
"2018"	180	600	"drsp"	4
"2018"	180	600	"vial"	4
"2018"	180	600	"stro"	1
"2018"	180	600	"oxmo"	1
"2018"	180	600	"clbo"	2
"2018"	180	600	"trer"	1
"2018"	180	600	"uvse"	1
"2018"	180	620	"drsp"	3
"2018"	180	620	"clbo"	1
"2018"	180	620	"lylu"	4
"2018"	180	620	"stro"	1
"2018"	180	620	"trer"	1
"2018"	180	620	"oxmo"	2
"2018"	180	620	"vial"	3
"2018"	180	620	"asac"	1
"2018"	180	620	"drph"	1
"2018"	180	640	"asac"	2
"2018"	180	640	"vial"	3
"2018"	180	640	"vevi"	1
"2018"	180	640	"stro"	1
"2018"	180	640	"drsp"	2
"2018"	180	640	"clbo"	1
"2018"	180	640	"cial"	1
"2018"	180	660	"vial"	1
"2018"	180	660	"drsp"	2
"2018"	180	660	"urdi"	2
"2018"	180	660	"trer"	1
"2018"	180	660	"mara"	1
"2018"	180	660	"grass"	1
"2018"	180	660	"impa"	1
"2018"	180	660	"vevi"	2
"2018"	180	660	"clbo"	2
"2018"	180	660	"stam"	1
"2018"	180	660	"prtr"	1
"2018"	180	680	"urdi"	4
"2018"	180	680	"vevi"	3
"2018"	180	680	"asac"	2
"2018"	180	680	"oxmo"	1
"2018"	180	680	"grass"	2
"2018"	180	680	"trer"	1
"2018"	180	680	"impa"	1
"2018"	180	680	"lyun"	1
"2018"	180	680	"violasp"	1
"2018"	180	680	"tico"	1
"2018"	180	680	"drsp"	1
"2018"	180	680	"vial"	1
"2018"	180	680	"atfi"	1
"2018"	180	680	"clbo"	1
"2018"	180	680	"arnu"	1
"2018"	180	700	"lylu"	4
"2018"	180	700	"clbo"	2
"2018"	180	700	"drsp"	3
"2018"	180	700	"stro"	1
"2018"	180	700	"oxmo"	2
"2018"	180	700	"trer"	1
"2018"	180	720	"lylu"	3
"2018"	180	720	"vial"	1
"2018"	180	720	"drsp"	2
"2018"	180	720	"oxmo"	1
"2018"	180	720	"maca"	1
"2018"	180	720	"clbo"	1
"2018"	180	720	"trbo"	1
"2018"	180	720	"drph"	1
"2018"	180	720	"trun"	1
"2018"	180	740	"vial"	3
"2018"	180	740	"drsp"	2
"2018"	180	740	"lylu"	3
"2018"	180	740	"clbo"	2
"2018"	180	740	"oxmo"	1
"2018"	180	740	"maca"	2
"2018"	180	740	"trbo"	1
"2018"	180	760	"oxmo"	1
"2018"	180	760	"maca"	3
"2018"	180	760	"clbo"	3
